State Name,Constitution Assembly,Candidate Name,Party Name,Status,Obtained Votes,Difference Votes,Img urls,Party Short Names,party_color
Maharashtra,Satara - 45,BAGAL SADASHIV SAHEBRAO,Independent,lost,958 ,( -570176),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIB-2024-20240420044327.jpg,IND,#AEBEDF
Maharashtra,Satara - 45,NOTA,None of the Above,,5522 ,( -565612),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Maharashtra,Shirdi  - 38,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),won,476900 ,(+ 50529),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHAUS-2024-6256.jpg,SSB,#33FF57
Maharashtra,Shirdi  - 38,LOKHANDE SADASHIV KISAN,Shiv Sena,lost,426371 ,( -50529),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/LOKHA-2024-7169.jpg,SS,#FF5733
Maharashtra,Shirdi  - 38,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan  Aaghadi,lost,90929 ,( -385971),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UTKAR-2024-8054.jpg,VBA,#33FFF5
Maharashtra,Shirdi  - 38,BHAUSAHEB RAMNATH WAKCHAURE,Independent,lost,14006 ,( -462894),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHAUS-2024-8723.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,lost,7040 ,( -469860),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMCH-2024-8038.jpg,BSP,#33FFF5
Maharashtra,Shirdi  - 38,RAVINDRA KALLAYYA SWAMY,Independent,lost,5537 ,( -471363),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-8809.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,ABHIJEET ASHOKRAO POTE,Independent,lost,4776 ,( -472124),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ABHIJ-2024-7178.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,BHARAT SAMBHAJI BHOSLE,Samata Party,lost,3403 ,( -473497),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/1713499597bharatbhosleP.jpg,SP,#33FF96
Maharashtra,Shirdi  - 38,SATISH BHIVA PAWAR,Independent,lost,2771 ,( -474129),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SATIS-2024-8021.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,GANGADHAR RAJARAM KADAM,Independent,lost,2757 ,( -474143),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GANGA-2024-8713.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,BAGUL GORAKSHA TANHAJI,Independent,lost,2660 ,( -474240),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BAGUL-2024-7948.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,PRASHANT VASANT NIKAM,Independent,lost,2545 ,( -474355),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRASH-2024-8731.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,ADV NITIN DADAHARI POL,Bahujan Bharat Party,lost,2532 ,( -474368),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NITIN-2024-7343.jpg,BBP,#F533FF
Maharashtra,Shirdi  - 38,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,lost,2505 ,( -474395),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-8776.jpg,RJP,#335AFF
Maharashtra,Shirdi  - 38,ADV SIDHARTH DEEPAK BODHAK,Independent,lost,2204 ,( -474696),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVSI-2024-7993.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,CHANDRAKANT SAMBHAJI DONDE,Independent,lost,2080 ,( -474820),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-7173.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,ASHOK RAMCHANDRA ALHAT,Independent,lost,1798 ,( -475102),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASHOK-2024-8011.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,lost,1557 ,( -475343),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KHAJE-2024-8842.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,KHARAT NACHIKET RAGHUNATH,Independent,lost,1150 ,( -475750),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KHARA-2024-8742.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,SANJAY POPAT BHALERAO,Independent,lost,963 ,( -475937),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-8031.jpg,IND,#AEBEDF
Maharashtra,Shirdi  - 38,NOTA,None of the Above,,5380 ,( -471520),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Maharashtra,Shirur - 36,DR. AMOL RAMSING KOLHE,Nationalist Congress Party – Sharadchandra Pawar,won,698692 ,(+ 140951),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRAM-2024-20240418055001.jpg,NCPSP,#96FF33
Maharashtra,Shirur - 36,ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,lost,557741 ,( -140951),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADHAL-2024-8782.jpg,NCP,#F5FF33
Maharashtra,Shirur - 36,MANOHAR MAHADU WADEKAR,Independent,lost,28330 ,( -670362),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOH-2024-9122.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,DR. ANWAR SHAIKH,Vanchit Bahujan  Aaghadi,lost,17462 ,( -681230),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRAN-2024-20240429052835.jpg,VBA,#33FFF5
Maharashtra,Shirur - 36,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,lost,10295 ,( -688397),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-20240429052759.jpg,BSP,#33FFF5
Maharashtra,Shirur - 36,CHANDGUDE VINOD VASANT,Independent,lost,8078 ,( -690614),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-20240429054224.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,GORAKSH KASABE,Independent,lost,4915 ,( -693777),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GORAK-2024-20240429054129.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,lost,4136 ,( -694556),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVDR-2024-20240426123651.jpg,BAP,#33FFAA
Maharashtra,Shirur - 36,GAIKWAD NILOBA CHANGADEO,Independent,lost,3571 ,( -695121),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GAIKW-2024-20240426125713.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,UMESH MAHADEV MHETRE,Independent,lost,3499 ,( -695193),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UMESH-2024-20240429054020.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,lost,2667 ,( -696025),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVS-2024-20240429054917.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,AMOL VILAS PACHUNDKAR,Independent,lost,2388 ,( -696304),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMOLV-2024-20240429053938.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,ASLAM ISAK BAGWAN,Lok Sena Party,lost,2350 ,( -696342),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASLAM-2024-20240429052923.jpg,LSP,#F533FF
Maharashtra,Shirur - 36,KAMBLE TRIMBAK NARAYAN,Baliraja Party,lost,2227 ,( -696465),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TRIMB-2024-20240429053025.jpg,BP,#FF5733
Maharashtra,Shirur - 36,SUBASH KASHINATH SARODE,Independent,lost,2161 ,( -696531),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUBAS-2024-20240429054727.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,lost,1830 ,( -696862),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAAY-2024-20240429054311.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,SUSHIL DNYANDEV KANSE,Independent,lost,1732 ,( -696960),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHI-2024-20240429054832.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,lost,1284 ,( -697408),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NARAY-2024-20240429053056.jpg,BJKP,#9633FF
Maharashtra,Shirur - 36,BHOR VIKAS ROHIDAS,Independent,lost,1147 ,( -697545),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHORV-2024-20240429054432.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,DADA ALIAS VIKAS SURESH KASBE,Independent,lost,1106 ,( -697586),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIKAS-2024-7506.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,SURAJ CHANDRAKANT GAIKWAD,Independent,lost,938 ,( -697754),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SURAJ-2024-20240426125022.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,SWAPNIL DHANAJI LONDHE,Bhim Sena,lost,914 ,( -697778),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SWAPN-2024-20240429053708.jpg,BS,#9633FF
Maharashtra,Shirur - 36,AMAR MACHINDRA BORHADE,Independent,lost,888 ,( -697804),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMARM-2024-20240429053903.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,lost,882 ,( -697810),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TUKAR-2024-20240429052955.jpg,SSP,#FF3333
Maharashtra,Shirur - 36,RAVINDRA MOTIRAM SIRSAM,Independent,lost,870 ,( -697822),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-20240429054523.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,PANDURANG BHAGWAN WAGHOLE,Independent,lost,819 ,( -697873),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANDU-2024-20240429054341.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),lost,784 ,( -697908),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-20240429053641.jpg,BNS,#F533FF
Maharashtra,Shirur - 36,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,lost,723 ,( -697969),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARID-2024-20240429053741.jpg,BLP,#FF3333
Maharashtra,Shirur - 36,SALIM BABA SAYYAD,Independent,lost,671 ,( -698021),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SALIM-2024-20240429054700.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,PRAKASH SUKHADEO JAMDHADE,Independent,lost,603 ,( -698089),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAKA-2024-20240429054406.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,WAKHARE PRADIP PANDURANG,Independent,lost,574 ,( -698118),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/WAKHA-2024-20240429054619.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,RAHUL ARJUN HORE,Independent,lost,526 ,( -698166),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-20240429054555.jpg,IND,#AEBEDF
Maharashtra,Shirur - 36,NOTA,None of the Above,,9661 ,( -689031),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Maharashtra,Solapur - 42,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,won,620225 ,(+ 74197),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRANI-2024-5391.jpg,INC,#19AAED
Maharashtra,Solapur - 42,RAM VITTHAL SATPUTE,Bharatiya Janata Party,lost,546028 ,( -74197),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMVI-2024-4950.jpg,BJP,#FF944D
Maharashtra,Solapur - 42,AATISH MOHAN BANSODE,Independent,lost,10507 ,( -609718),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AATIS-2024-20240423080145.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,lost,5268 ,( -614957),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BABLU-2024-5732.jpg,BSP,#33FFF5
Maharashtra,Solapur - 42,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,lost,3493 ,( -616732),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIV-2024-4976.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,RAMESH BHIMRAO SHIKHARE,Independent,lost,3146 ,( -617079),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMES-2024-6005.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,lost,2654 ,( -617571),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRODR-2024-5768.jpg,BMP,#335AFF
Maharashtra,Solapur - 42,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,lost,1554 ,( -618671),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHANT-2024-5584.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,SUNILKUMAR TUKARAM SHINDE,Independent,lost,1480 ,( -618745),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUNIL-2024-6254.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),lost,1125 ,( -619100),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/YUGAN-2024-5854.jpg,PPOI,#FF33A6
Maharashtra,Solapur - 42,PARMESHWAR PANDURANG GEJAGE,Independent,lost,886 ,( -619339),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PARME-2024-20240423081152.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,ADV VIKRAM UTTAM KASABE,Independent,lost,846 ,( -619379),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVVI-2024-5700.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,UGHADE VIJAYKUMAR BHAGWAN,Independent,lost,833 ,( -619392),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-4973.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,KUMAR CHANDRAKANT LONDHE,Baliraja Party,lost,679 ,( -619546),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KUMAR-2024-5124.jpg,BP,#FF5733
Maharashtra,Solapur - 42,KRISHNA NAGNATH BHISE,Independent,lost,562 ,( -619663),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KRUSH-2024-6046.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,ANNA SUKHADEV MASKE,Independent,lost,501 ,( -619724),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ANNAS-2024-20240423080434.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,MAHASIDDHA TUKARAM GAYAKWAD,Independent,lost,409 ,( -619816),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MAHAS-2024-5798.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,SUDARSHAN RAYCHAND KHANDARE,Independent,lost,401 ,( -619824),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUDAR-2024-5928.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,SONAVANE SHIVAJI CHANDRAKANT,Independent,lost,394 ,( -619831),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHIVA-2024-4563.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,SACHIN SHAHU MASKE,Independent,lost,389 ,( -619836),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SACHI-2024-5969.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,lost,380 ,( -619845),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PROG-2024-6191.jpg,IND,#AEBEDF
Maharashtra,Solapur - 42,NOTA,None of the Above,,2725 ,( -617500),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Maharashtra,Thane - 25,NARESH GANPAT MHASKE,Shiv Sena,won,734231 ,(+ 217011),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NARES-2024-10749.jpg,SS,#FF5733
Maharashtra,Thane - 25,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),lost,517220 ,( -217011),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJAN-2024-9376.jpg,SSB,#33FF57
Maharashtra,Thane - 25,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,lost,10662 ,( -723569),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANTO-2024-10757.jpg,BSP,#33FFF5
Maharashtra,Thane - 25,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,lost,3494 ,( -730737),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GURUD-2024-10631.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,MUKESH KAILASNATH TIWARI,Bhim Sena,lost,2522 ,( -731709),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUKES-2024-10773.jpg,BS,#9633FF
Maharashtra,Thane - 25,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,lost,2358 ,( -731873),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JHASU-2024-9546.jpg,SVPP,#3357FF
Maharashtra,Thane - 25,DR. PIYUSH K. SAXENA,Independent,lost,2293 ,( -731938),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRPI-2024-9542.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,CHANDRAKANT VITTHAL SONAWANE,Independent,lost,2249 ,( -731982),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-9564.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,lost,1887 ,( -732344),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-20240504060638.jpg,RBS,#33FFF5
Maharashtra,Thane - 25,IRFAN IBRAHIM SHAIKH,Independent,lost,1875 ,( -732356),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/IRFAN-2024-10810.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,PRAMOD ANANDRAO DHUMAL,Independent,lost,1786 ,( -732445),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAMO-2024-10727.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,lost,1488 ,( -732743),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHANW-2024-10077.jpg,HSP,#9633FF
Maharashtra,Thane - 25,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),lost,1354 ,( -732877),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UTTAM-2024-10045.jpg,PPOI,#FF33A6
Maharashtra,Thane - 25,ARCHANA DINKAR GAIKWAD,Independent,lost,1180 ,( -733051),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARCHA-2024-9553.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,SALIMA MUKTAR VASANI,Bahujan Maha Party,lost,912 ,( -733319),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SALIM-2024-20240504060621.jpg,BMP,#F5FF33
Maharashtra,Thane - 25,RAJIV KONDIBA BHOSALE,Independent,lost,886 ,( -733345),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJIV-2024-10014.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,lost,818 ,( -733413),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-9559.jpg,BRSP,#FF3333
Maharashtra,Thane - 25,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,lost,767 ,( -733464),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-10004.jpg,BJKP,#9633FF
Maharashtra,Thane - 25,KHAJASAB RASULSAB MULLA,Independent,lost,648 ,( -733583),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KHAJA-2024-10040.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,SANJAY MANOHAR MORE,Independent,lost,643 ,( -733588),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-10766.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,MALLIKARJUN SAYBANNA PUJARI,Independent,lost,599 ,( -733632),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MALLI-2024-9382.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,SAWALE DATTATRAY SITARAM,Independent,lost,531 ,( -733700),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAVAL-2024-10778.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,SURENDRAKUMAR K. JAIN,Independent,lost,440 ,( -733791),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUREN-2024-9569.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,SIDDHANT CHHABAN SHIRSAT,Independent,lost,324 ,( -733907),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SIDDH-2024-10736.jpg,IND,#AEBEDF
Maharashtra,Thane - 25,NOTA,None of the Above,,17901 ,( -716330),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Maharashtra,Wardha - 8,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,won,533106 ,(+ 81648),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMARS-2024-2952.jpg,NCPSP,#96FF33
Maharashtra,Wardha - 8,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,lost,451458 ,( -81648),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMDA-2024-20240408115056.jpg,BJP,#FF944D
Maharashtra,Wardha - 8,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,lost,20795 ,( -512311),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAN-2024-3486.jpg,BSP,#33FFF5
Maharashtra,Wardha - 8,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,lost,15492 ,( -517614),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-2936.jpg,VBA,#33FFF5
Maharashtra,Wardha - 8,ASIF,Independent,lost,15182 ,( -517924),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASIFK-2024-4131.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,KISHOR BABA PAVAR,Independent,lost,12920 ,( -520186),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KISHO-2024-3746.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,SUHAS V. THAKARE,Independent,lost,7648 ,( -525458),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUHAS-2024-3951.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,lost,5467 ,( -527639),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AKSHA-2024-3038.jpg,ABPP,#FF3335
Maharashtra,Wardha - 8,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,lost,4672 ,( -528434),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MAROT-2024-4198.jpg,GGP,#335AFF
Maharashtra,Wardha - 8,ADV. BHASKAR MAROTRAO  NEWARE,Independent,lost,4032 ,( -529074),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVBH-2024-2682.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,JAGADISH UDDVRAO  WANKHADE,Independent,lost,2349 ,( -530757),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGDI-2024-2949.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,POOJA PANKAJ TADAS,Independent,lost,2135 ,( -530971),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/POOJA-2024-3804.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,ANIL K. GHUSHE,Independent,lost,1971 ,( -531135),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ANILK-2024-3544.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,lost,1828 ,( -531278),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASHIS-2024-4184.jpg,VRA,#33FF96
Maharashtra,Wardha - 8,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,lost,1738 ,( -531368),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-4114.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,ARVIND SHAMRAO LILLORE,Independent,lost,1476 ,( -531630),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARVIN-2024-2590.jpg,IND,#AEBEDF
Maharashtra,Wardha - 8,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,lost,1438 ,( -531668),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMRA-2024-3469.jpg,AIFB,#FF9633
Maharashtra,Wardha - 8,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,lost,1343 ,( -531763),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KRUSH-2024-4164.jpg,LSP,#335AFF
